accuracy,precision,recall,f1,roc_auc,average_precision,log_loss,brier_score,tn,fp,fn,tp,model,split,fold,feature_set,train_rows,valid_rows,train_min_date,train_max_date,valid_min_date,valid_max_date
0.8704453441295547,0.8068181818181818,0.8255813953488372,0.8160919540229885,0.9331937021522461,0.8892943752433249,0.8250925706100866,0.09516869095816463,144,17,15,71,knn,cv,3,chart_only,834,247,2017-01-01,2019-02-02,2019-02-04,2019-12-01
0.9126984126984127,0.8253968253968254,0.8253968253968254,0.8253968253968254,0.9579659024103467,0.8475230104835436,0.6178516406753256,0.06911816578483246,178,11,11,52,knn,cv,4,chart_only,1081,252,2017-01-01,2019-12-01,2019-12-06,2020-09-08
0.8457943925233645,0.704225352112676,0.8064516129032258,0.7518796992481203,0.9021646859083191,0.7970414327535925,1.2495419943398003,0.10753894080996886,131,21,12,50,knn,cv,5,chart_only,1333,214,2017-01-01,2020-09-08,2020-09-11,2021-05-14
0.7131147540983607,0.5084745762711864,0.8333333333333334,0.631578947368421,0.838501291989664,0.7352966442975571,1.4183930689111748,0.1652426429015483,114,58,12,60,decision_tree,cv,1,chart_only,323,244,2017-01-01,2017-10-05,2017-10-06,2018-05-24
0.7265917602996255,0.5294117647058824,0.6835443037974683,0.5966850828729282,0.867930245084837,0.7708443828172005,0.57343591060517,0.15852921067455733,140,48,25,54,decision_tree,cv,2,chart_only,567,267,2017-01-01,2018-05-24,2018-05-25,2019-02-02
0.8259109311740891,0.6936936936936937,0.8953488372093024,0.7817258883248731,0.9275241947132746,0.8797191660296171,0.9419472626496567,0.13723133464326864,127,34,9,77,decision_tree,cv,3,chart_only,834,247,2017-01-01,2019-02-02,2019-02-04,2019-12-01
0.8293650793650794,0.6020408163265306,0.9365079365079365,0.7329192546583851,0.9467540102460739,0.8419115904811314,1.0780444479863032,0.10242846360908771,150,39,4,59,decision_tree,cv,4,chart_only,1081,252,2017-01-01,2019-12-01,2019-12-06,2020-09-08
0.8785046728971962,0.7903225806451613,0.7903225806451613,0.7903225806451613,0.8954265704584041,0.8273177265245222,1.2518702931876986,0.10511099128416583,139,13,13,49,decision_tree,cv,5,chart_only,1333,214,2017-01-01,2020-09-08,2020-09-11,2021-05-14
0.8565573770491803,0.7681159420289855,0.7361111111111112,0.75177304964539,0.8861030361757105,0.8388812775744903,0.5097192073601274,0.1131573691309198,156,16,19,53,random_forest,cv,1,chart_only,323,244,2017-01-01,2017-10-05,2017-10-06,2018-05-24
0.8651685393258427,0.7415730337078652,0.8354430379746836,0.7857142857142857,0.9212900619445193,0.8697302558491108,0.3356060003871445,0.10433433807350936,165,23,13,66,random_forest,cv,2,chart_only,567,267,2017-01-01,2018-05-24,2018-05-25,2019-02-02
0.8421052631578947,0.7373737373737373,0.8488372093023255,0.7891891891891892,0.9430160335114834,0.9231370465274841,0.3172751307310987,0.09840921708189602,135,26,13,73,random_forest,cv,3,chart_only,834,247,2017-01-01,2019-02-02,2019-02-04,2019-12-01
0.9206349206349206,0.8028169014084507,0.9047619047619048,0.8507462686567164,0.9662383471907282,0.8600303463621463,0.37345489450092934,0.06876765635194372,175,14,6,57,random_forest,cv,4,chart_only,1081,252,2017-01-01,2019-12-01,2019-12-06,2020-09-08
0.8785046728971962,0.7727272727272727,0.8225806451612904,0.796875,0.9156409168081494,0.8533344206410379,0.3305101380751238,0.09233880910842052,137,15,11,51,random_forest,cv,5,chart_only,1333,214,2017-01-01,2020-09-08,2020-09-11,2021-05-14
0.860655737704918,0.7878787878787878,0.7222222222222222,0.7536231884057971,0.8745962532299743,0.7791962821024114,0.614787628205769,0.1306713008257456,158,14,20,52,gradient_boosting,cv,1,chart_only,323,244,2017-01-01,2017-10-05,2017-10-06,2018-05-24
0.8726591760299626,0.8082191780821918,0.7468354430379747,0.7763157894736842,0.9152639375168328,0.8690872488585049,0.32098702408810176,0.09741985005779277,174,14,20,59,gradient_boosting,cv,2,chart_only,567,267,2017-01-01,2018-05-24,2018-05-25,2019-02-02
0.8866396761133604,0.8452380952380952,0.8255813953488372,0.8352941176470589,0.9451105012277914,0.9107859997579437,0.28914402024499325,0.08599274561692677,148,13,15,71,gradient_boosting,cv,3,chart_only,834,247,2017-01-01,2019-02-02,2019-02-04,2019-12-01
0.9206349206349206,0.8307692307692308,0.8571428571428571,0.84375,0.9687158814142941,0.8928559282905462,0.21813757535596218,0.06167298836329405,178,11,9,54,gradient_boosting,cv,4,chart_only,1081,252,2017-01-01,2019-12-01,2019-12-06,2020-09-08
0.8738317757009346,0.8070175438596491,0.7419354838709677,0.773109243697479,0.919779286926995,0.8444711496531006,0.31537991377065383,0.09168055808191941,141,11,16,46,gradient_boosting,cv,5,chart_only,1333,214,2017-01-01,2020-09-08,2020-09-11,2021-05-14
