stage,feature,selected,score,ranking
filter_select_kbest,num__dance_energy,True,2.974406198479399,
filter_select_kbest,num__positive_energy,True,3.996397357911898,
filter_select_kbest,num__loudness_energy,True,6.04066970927833,
filter_select_kbest,num__acoustic_energy_contrast,True,4.499827055536879,
filter_select_kbest,num__tempo_squared,False,0.40412098046550715,
filter_select_kbest,cat__audio_explicit_False,True,2.479454654746197,
filter_select_kbest,cat__audio_explicit_True,True,2.479454654745821,
filter_select_kbest,cat__audio_track_genre_acoustic,False,0.13944859711840538,
filter_select_kbest,cat__audio_track_genre_alt-rock,True,3.1370691923178105,
filter_select_kbest,cat__audio_track_genre_alternative,True,3.576375658855651,
filter_select_kbest,cat__audio_track_genre_anime,False,0.13944859711840538,
filter_select_kbest,cat__audio_track_genre_blues,False,0.12033648668519835,
filter_select_kbest,cat__audio_track_genre_british,False,1.1238523975172225,
filter_select_kbest,cat__audio_track_genre_chicago-house,False,0.13944859711840538,
filter_select_kbest,cat__audio_track_genre_chill,False,0.559557700555203,
filter_select_kbest,cat__audio_track_genre_country,True,2.700584822995413,
filter_select_kbest,cat__audio_track_genre_dance,True,5.729749665634792,
filter_select_kbest,cat__audio_track_genre_dancehall,False,0.2805211480576033,
filter_select_kbest,cat__audio_track_genre_deep-house,False,0.9823313437600979,
filter_select_kbest,cat__audio_track_genre_disco,False,0.01087118385987582,
filter_select_kbest,cat__audio_track_genre_dub,False,0.13944859711840538,
filter_select_kbest,cat__audio_track_genre_edm,True,3.820444287320648,
filter_select_kbest,cat__audio_track_genre_electro,False,0.27542494138465967,
filter_select_kbest,cat__audio_track_genre_electronic,False,0.41922651933701693,
filter_select_kbest,cat__audio_track_genre_emo,True,11.504429759077382,
filter_select_kbest,cat__audio_track_genre_folk,False,1.9793087352439884,
filter_select_kbest,cat__audio_track_genre_forro,False,0.559557700555203,
filter_select_kbest,cat__audio_track_genre_french,False,0.41922651933701693,
filter_select_kbest,cat__audio_track_genre_funk,False,0.542667457121689,
filter_select_kbest,cat__audio_track_genre_garage,False,1.692944498916753,
filter_select_kbest,cat__audio_track_genre_german,False,0.2805211480576033,
filter_select_kbest,cat__audio_track_genre_grunge,True,2.8457677268321944,
filter_select_kbest,cat__audio_track_genre_hard-rock,False,1.5502183747600218,
filter_select_kbest,cat__audio_track_genre_hardcore,False,0.41922651933701693,
filter_select_kbest,cat__audio_track_genre_hip-hop,True,4.650612695588129,
filter_select_kbest,cat__audio_track_genre_house,False,0.054765524074391704,
filter_select_kbest,cat__audio_track_genre_indie,False,0.559557700555203,
filter_select_kbest,cat__audio_track_genre_indie-pop,False,0.5134440464063635,
filter_select_kbest,cat__audio_track_genre_industrial,False,1.4077949571232438,
filter_select_kbest,cat__audio_track_genre_j-pop,True,8.338355395811597,
filter_select_kbest,cat__audio_track_genre_jazz,True,2.3353238589129903,
filter_select_kbest,cat__audio_track_genre_k-pop,True,10.524184045266734,
filter_select_kbest,cat__audio_track_genre_latin,False,0.6372765898316562,
filter_select_kbest,cat__audio_track_genre_latino,True,72.39992115655839,
filter_select_kbest,cat__audio_track_genre_metal,False,1.1238523975172225,
filter_select_kbest,cat__audio_track_genre_metalcore,False,0.559557700555203,
filter_select_kbest,cat__audio_track_genre_piano,False,0.22020764642506319,
filter_select_kbest,cat__audio_track_genre_pop,True,5.4524816509616185,
filter_select_kbest,cat__audio_track_genre_progressive-house,False,1.5502183747600218,
filter_select_kbest,cat__audio_track_genre_punk-rock,False,0.13944859711840538,
filter_select_kbest,cat__audio_track_genre_r-n-b,False,1.2656732840153566,
filter_select_kbest,cat__audio_track_genre_reggae,True,2.5650936407319045,
filter_select_kbest,cat__audio_track_genre_reggaeton,True,3.605434696468152,
filter_select_kbest,cat__audio_track_genre_rock,False,0.5628935342593169,
filter_select_kbest,cat__audio_track_genre_rock-n-roll,True,21.95180620484488,
filter_select_kbest,cat__audio_track_genre_rockabilly,True,2.6589928144897077,
filter_select_kbest,cat__audio_track_genre_sad,False,0.2805211480576033,
filter_select_kbest,cat__audio_track_genre_salsa,False,0.13944859711840538,
filter_select_kbest,cat__audio_track_genre_show-tunes,False,0.5637966271189638,
filter_select_kbest,cat__audio_track_genre_singer-songwriter,False,1.9793087352439884,
filter_select_kbest,cat__audio_track_genre_soul,False,0.021925813514513365,
filter_select_kbest,cat__audio_track_genre_spanish,False,0.2791904615283321,
filter_select_kbest,cat__audio_track_genre_swedish,False,1.4077949571232438,
filter_select_kbest,cat__audio_track_genre_synth-pop,False,0.2791904615283321,
filter_select_kbest,cat__audio_track_genre_trance,False,0.2791904615283321,
filter_select_kbest,cat__audio_track_genre_turkish,False,0.13944859711840538,
embedded_select_from_model,num__last_rank_obs,True,-0.9645331847665622,
embedded_select_from_model,num__last_streams_obs,True,1.1996351934658296,
embedded_select_from_model,num__obs_days_count,False,-0.3213467734852099,
embedded_select_from_model,num__best_rank_7d,True,-1.6731851571787875,
embedded_select_from_model,num__mean_rank_7d,True,1.133460631689085,
embedded_select_from_model,num__median_rank_7d,True,0.8528979054536351,
embedded_select_from_model,num__std_rank_7d,False,0.07991627085408022,
embedded_select_from_model,num__total_streams_7d,True,0.9283628479500665,
embedded_select_from_model,num__mean_streams_7d,True,-1.250648464748171,
embedded_select_from_model,num__max_streams_7d,False,0.0,
embedded_select_from_model,num__std_streams_7d,False,-0.28424875356133406,
embedded_select_from_model,num__rank_slope_7d,True,-0.3748922727425576,
embedded_select_from_model,num__streams_slope_7d,True,-0.8644776461853625,
embedded_select_from_model,num__rank_change_7d,False,0.19131195052374397,
embedded_select_from_model,num__streams_growth_abs_7d,True,0.8621404303710224,
embedded_select_from_model,num__streams_growth_pct_7d,False,-0.29271140126317347,
embedded_select_from_model,num__log_total_streams_7d,False,0.0,
embedded_select_from_model,num__artist_previous_chart_entries,True,-0.6243213990881569,
embedded_select_from_model,num__artist_prev_mean_streams,False,-0.09487956169327434,
embedded_select_from_model,num__artist_is_new,False,-0.29780293784459544,
embedded_select_from_model,num__audio_duration_ms,False,-0.33329607323133736,
embedded_select_from_model,num__audio_danceability,False,0.07497343737443905,
embedded_select_from_model,num__audio_acousticness,False,0.005905365191490556,
embedded_select_from_model,num__audio_instrumentalness,True,-0.48919229269134645,
embedded_select_from_model,num__audio_valence,False,0.0,
embedded_select_from_model,num__audio_time_signature,False,-0.16510034003508584,
embedded_select_from_model,num__duration_min,False,-0.13570520486997173,
embedded_select_from_model,num__dance_energy,False,0.05369173483032298,
embedded_select_from_model,num__positive_energy,False,-0.008681466939532756,
embedded_select_from_model,num__loudness_energy,False,-0.0038888884560732157,
embedded_select_from_model,num__acoustic_energy_contrast,False,0.20797039868707295,
embedded_select_from_model,cat__audio_explicit_False,False,0.0,
embedded_select_from_model,cat__audio_explicit_True,False,0.0,
embedded_select_from_model,cat__audio_track_genre_alt-rock,False,0.0,
embedded_select_from_model,cat__audio_track_genre_alternative,True,-0.5448800204561974,
embedded_select_from_model,cat__audio_track_genre_country,True,-1.4704965484436265,
embedded_select_from_model,cat__audio_track_genre_dance,True,1.2236513145516004,
embedded_select_from_model,cat__audio_track_genre_edm,True,0.7874627803642089,
embedded_select_from_model,cat__audio_track_genre_emo,True,-2.52542854844488,
embedded_select_from_model,cat__audio_track_genre_grunge,False,0.0,
embedded_select_from_model,cat__audio_track_genre_hip-hop,True,0.6430866413129518,
embedded_select_from_model,cat__audio_track_genre_j-pop,False,0.0,
embedded_select_from_model,cat__audio_track_genre_jazz,True,0.8485547136552768,
embedded_select_from_model,cat__audio_track_genre_k-pop,True,-2.737486206314637,
embedded_select_from_model,cat__audio_track_genre_latino,True,1.9674732978117389,
embedded_select_from_model,cat__audio_track_genre_pop,True,1.2392505600005954,
embedded_select_from_model,cat__audio_track_genre_reggae,False,0.04570538208643596,
embedded_select_from_model,cat__audio_track_genre_reggaeton,True,1.003418948476549,
embedded_select_from_model,cat__audio_track_genre_rock-n-roll,True,1.4830026799557823,
embedded_select_from_model,cat__audio_track_genre_rockabilly,True,2.4952855798400524,
wrapper_rfe,num__last_rank_obs,True,,1.0
wrapper_rfe,num__last_streams_obs,True,,1.0
wrapper_rfe,num__best_rank_7d,True,,1.0
wrapper_rfe,num__mean_rank_7d,False,,4.0
wrapper_rfe,num__median_rank_7d,True,,1.0
wrapper_rfe,num__total_streams_7d,False,,3.0
wrapper_rfe,num__mean_streams_7d,True,,1.0
wrapper_rfe,num__rank_slope_7d,False,,4.0
wrapper_rfe,num__streams_slope_7d,False,,3.0
wrapper_rfe,num__streams_growth_abs_7d,False,,3.0
wrapper_rfe,num__artist_previous_chart_entries,False,,4.0
wrapper_rfe,num__audio_instrumentalness,False,,4.0
wrapper_rfe,cat__audio_track_genre_alternative,True,,1.0
wrapper_rfe,cat__audio_track_genre_country,True,,1.0
