accuracy,precision,recall,f1,roc_auc,average_precision,log_loss,brier_score,tn,fp,fn,tp,model,split,fold,feature_set,train_rows,valid_rows,train_min_date,train_max_date,valid_min_date,valid_max_date
0.6630434782608695,0.2972972972972973,0.6875,0.41509433962264153,0.7269736842105263,0.3800209423850728,2.395093340338922,0.20563370411966284,100,52,10,22,decision_tree,cv,1,chart_plus_audio,251,184,2017-01-01,2017-10-06,2017-10-12,2018-05-25
0.7102272727272727,0.2542372881355932,0.6818181818181818,0.37037037037037035,0.788961038961039,0.28746964897800265,0.6673935665575311,0.17747055085527913,110,44,7,15,decision_tree,cv,2,chart_plus_audio,435,176,2017-01-01,2018-05-25,2018-06-01,2019-01-25
0.8083832335329342,0.3333333333333333,0.6,0.42857142857142855,0.7331632653061224,0.2574120269521388,1.1804818655057647,0.1876863398232491,123,24,8,12,decision_tree,cv,3,chart_plus_audio,611,167,2017-01-01,2019-01-25,2019-01-28,2019-12-13
0.8484848484848485,0.36363636363636365,0.75,0.4897959183673469,0.8573825503355705,0.3773168816598257,0.369393665467702,0.1203961677362717,128,21,4,12,decision_tree,cv,4,chart_plus_audio,778,165,2017-01-01,2019-12-13,2019-12-23,2020-09-12
0.8251748251748252,0.41935483870967744,0.65,0.5098039215686274,0.7961382113821138,0.3748832388879927,0.9051609544854557,0.14661747010853202,105,18,7,13,decision_tree,cv,5,chart_plus_audio,943,143,2017-01-01,2020-09-12,2020-09-15,2021-05-20
0.8478260869565217,0.5833333333333334,0.4375,0.5,0.768297697368421,0.4418948333468932,0.41617518892945937,0.12612908342998394,142,10,18,14,random_forest,cv,1,chart_plus_audio,251,184,2017-01-01,2017-10-06,2017-10-12,2018-05-25
0.8238636363636364,0.38461538461538464,0.6818181818181818,0.4918032786885246,0.8394332939787486,0.4017118419952413,0.41437963164898123,0.12985214992147417,130,24,7,15,random_forest,cv,2,chart_plus_audio,435,176,2017-01-01,2018-05-25,2018-06-01,2019-01-25
0.8143712574850299,0.36585365853658536,0.75,0.4918032786885246,0.826530612244898,0.4603423071267415,0.42917053608387257,0.13449384592624097,121,26,5,15,random_forest,cv,3,chart_plus_audio,611,167,2017-01-01,2019-01-25,2019-01-28,2019-12-13
0.8787878787878788,0.4166666666666667,0.625,0.5,0.861996644295302,0.6003645379129945,0.35243025658884164,0.10470424530685896,135,14,6,10,random_forest,cv,4,chart_plus_audio,778,165,2017-01-01,2019-12-13,2019-12-23,2020-09-12
0.8671328671328671,0.5294117647058824,0.45,0.4864864864864865,0.8191056910569107,0.45643777186522816,0.3452038181433579,0.10471064413432345,115,8,11,9,random_forest,cv,5,chart_plus_audio,943,143,2017-01-01,2020-09-12,2020-09-15,2021-05-20
0.842391304347826,0.5652173913043478,0.40625,0.4727272727272727,0.7926603618421052,0.4678346316796987,0.6310780054487788,0.13565290503353813,142,10,19,13,gradient_boosting,cv,1,chart_plus_audio,251,184,2017-01-01,2017-10-06,2017-10-12,2018-05-25
0.8636363636363636,0.45,0.4090909090909091,0.42857142857142855,0.8314639905548997,0.4311475150947589,0.3183267112389227,0.09562061198083717,143,11,13,9,gradient_boosting,cv,2,chart_plus_audio,435,176,2017-01-01,2018-05-25,2018-06-01,2019-01-25
0.8622754491017964,0.4,0.3,0.34285714285714286,0.8078231292517006,0.42734605153463845,0.3250626617800867,0.09958590320108182,138,9,14,6,gradient_boosting,cv,3,chart_plus_audio,611,167,2017-01-01,2019-01-25,2019-01-28,2019-12-13
0.9212121212121213,0.6666666666666666,0.375,0.48,0.9031040268456376,0.5884272411616162,0.20728278760323215,0.06056414095263112,146,3,10,6,gradient_boosting,cv,4,chart_plus_audio,778,165,2017-01-01,2019-12-13,2019-12-23,2020-09-12
0.8741258741258742,0.6666666666666666,0.2,0.3076923076923077,0.8054878048780488,0.4927851426358988,0.35334958288238144,0.09940170022005568,121,2,16,4,gradient_boosting,cv,5,chart_plus_audio,943,143,2017-01-01,2020-09-12,2020-09-15,2021-05-20
