stage,feature,selected,score,ranking
filter_select_kbest,cat__audio_track_genre_hardcore,False,2.0642389367789695,
filter_select_kbest,cat__audio_track_genre_hip-hop,True,11.116827263898216,
filter_select_kbest,cat__audio_track_genre_house,False,0.016340338059085444,
filter_select_kbest,cat__audio_track_genre_indie,False,1.6498788864658287,
filter_select_kbest,cat__audio_track_genre_indie-pop,False,0.6610566696978609,
filter_select_kbest,cat__audio_track_genre_industrial,True,4.14748559857432,
filter_select_kbest,cat__audio_track_genre_j-pop,False,2.0480742864058263,
filter_select_kbest,cat__audio_track_genre_jazz,False,0.018943611061793833,
filter_select_kbest,cat__audio_track_genre_k-pop,True,20.67850687015906,
filter_select_kbest,cat__audio_track_genre_latin,False,0.06952196745788182,
filter_select_kbest,cat__audio_track_genre_latino,True,50.527646678985185,
filter_select_kbest,cat__audio_track_genre_metal,False,3.3118892353321416,
filter_select_kbest,cat__audio_track_genre_metalcore,False,1.6498788864658287,
filter_select_kbest,cat__audio_track_genre_piano,False,0.9122943651654215,
filter_select_kbest,cat__audio_track_genre_pop,True,15.70119800328644,
filter_select_kbest,cat__audio_track_genre_progressive-house,True,3.316597634562127,
filter_select_kbest,cat__audio_track_genre_punk-rock,False,0.4113396675846313,
filter_select_kbest,cat__audio_track_genre_r-n-b,False,0.6451005625363938,
filter_select_kbest,cat__audio_track_genre_reggae,False,0.09146856813660331,
filter_select_kbest,cat__audio_track_genre_reggaeton,False,1.2667922057703958,
filter_select_kbest,cat__audio_track_genre_rock,True,3.86643893929348,
filter_select_kbest,cat__audio_track_genre_rock-n-roll,True,7.329797303536799,
filter_select_kbest,cat__audio_track_genre_rockabilly,False,2.0480742864058263,
filter_select_kbest,cat__audio_track_genre_sad,False,0.20324068575846396,
filter_select_kbest,cat__audio_track_genre_salsa,False,0.4113396675846313,
filter_select_kbest,cat__audio_track_genre_show-tunes,False,0.4078576938592766,
filter_select_kbest,cat__audio_track_genre_singer-songwriter,True,5.827945567534565,
filter_select_kbest,cat__audio_track_genre_soul,False,2.6026284514474285,
filter_select_kbest,cat__audio_track_genre_spanish,False,0.823431327248942,
filter_select_kbest,cat__audio_track_genre_swedish,False,2.159190885417376,
