model,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std,average_precision_mean,average_precision_std,log_loss_mean,log_loss_std,brier_score_mean,brier_score_std
random_forest,0.8787900301153261,0.02858863011836765,0.7708736323930665,0.029445126341389332,0.8420237104182616,0.07187160121946957,0.8040413588397076,0.044859700919507965,0.9267689947935231,0.03653704561217007,0.8760769776222952,0.03687775833795114,0.32315993943614674,0.05633450212759067,0.09402565624953077,0.017924279278635907
gradient_boosting,0.8838853116025625,0.02434477806265542,0.8074107581548201,0.03041438481812944,0.7935571257190428,0.06926766256521275,0.7997475556264957,0.04706548536140642,0.9267068096725992,0.04456310336076463,0.8678522226369086,0.0742276534496253,0.34487945720525626,0.17812183926156722,0.09065938561760067,0.02816094479816936
logistic_regression,0.8560980236305639,0.03271434533673998,0.7055810659778853,0.033149190044220685,0.8816865458076393,0.07552567697846961,0.7833421393421394,0.047705406181259596,0.9231992151349132,0.039714279790685175,0.8724377104492994,0.04686489258541988,0.4088876002235094,0.10752844722453686,0.11135598092092273,0.02566348133281175
knn,0.8680427397787629,0.04278326899944591,0.7847635423016669,0.05023979364773039,0.7615138753042692,0.1260011688753956,0.7700568221670924,0.0856349840171704,0.9224590228465888,0.04265476127640031,0.8413588558424715,0.07020467509057748,0.7703983659252889,0.38798265834327705,0.09549696077514229,0.029936391312470778
decision_tree,0.8314788743227108,0.06328272653740548,0.6928825273545277,0.10735466054686492,0.7944218008992905,0.09202472760405002,0.7372014437277512,0.08601332248036114,0.8983693580020816,0.044645502482953375,0.8074992688599938,0.07389162710365556,1.1210188973411797,0.5559953213659905,0.12622382541963476,0.027193115646885514
dummy_most_frequent,0.7042280238308211,0.03492348177876667,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.295771976169179,0.03492348177876669,10.660702591256108,1.2587698723750151,0.295771976169179,0.03492348177876669
